review_description,rating,company
احترس ✋ نصابين وعندهم حرامية وخصوصا عند الطلب اون لاين... بيتم خصم المبلغ وعند الاتصال بهم بيقولوا مفيش حاجة اتخصمت وده حصل معايا بالفعل وجالى رسالة على الموبيل ان اتخصم من رصيدى...,negative,talbat
برنامج فاشل,negative,talbat
سيئة جدا لا تستحق اكثر من نجمة لان التطبيق لا يستطيع تحديد الموقع وتاخير الطلب خدمة سيئة,negative,talbat
متراجع طلبات صاير سيء جدا كنت اعتبره من افضل تطبيقات للتوصيل بس كثير صاير يعلق ومشاكل بالتطبيق وفجاة يحول لغة لوحده ويفرغ السلة وايضا صار في تغيير بالاسعار واضافو ضريبة مبيعات وخدمة وزادت الاسعار عليه كثير حتى اسعار السلع والوجبات عليه اغلى من الحقيقة في المطعم نفسه ! يعني انتو لانه خليتو رونالدو يعلن لكم رح طلعو المبلغ من العملاء عدا عن مشاكل بالتوصيل والتأخير اتمنى يرجعو مثل الاول ويحسنو الخدمات فيه لانه انا كنت اطلب بشكل دائم عليه بس حاليا رح اتوقف ما رح اطلب واذا بقى على هالحال رح احذف حسابي,negative,talbat
"والله امس طلبت ومن تم سحب المبلغ من حسابي ، ردو علي من انه لا يمكن تلبية طلبك وراحن الفلوس من ااي يحاسب ع هالشي حرام في هذه الايام المباركه تسرقوا الناس عيني عينك",negative,talbat
ما بنصح حد ينزلو,negative,talbat
حمدان,neutral,talbat
Not working at all,negative,talbat
سيئ جداً انصح بعدم تنزيله,negative,talbat
تطبيق سيئ ولا انصح بتحميله وخدمه العملاء لديهم سيئه جدا لم يتم حل مشكلتي والبرنامج بعد التحديث يخصم مبالغ زايده,negative,talbat
التطبيق ما يشتغل بعد التحديثثثثثث,negative,talbat
صايرة التكلفه عاليه والعروض قليله بياخدو زياده بالرسوم خدمه والتوصيل واذا في توصيل مجاني بتكون الاسعار اكتر من الاسعار العاديه بالأول كان كتيررر احسن عم يتراجع كل شي لما يكون جديد بكون منيح وبعد فترا بصير سيئ وتبعون التوصيل نفسيه وغصب عنهم بيشتغلو وهي اذا وصلو طلبك سيئ جداا صاير,negative,talbat
جملاهعه,neutral,talbat
تطبيق جميل متصدقوش اي حد يقولكو انو وحش وسريع في التوصيل شكرا للعملوا التطبيق,positive,talbat
مرة مرة جميلللل,positive,talbat
تطبيق رائع ومفيد,positive,talbat
خدمة عملاء سيئة جدا لم يقدمو لي اي حل او بديل,negative,talbat
ما عليه كلام,positive,talbat
سئ جدا وتم إلغاء طلبي من قبلكم,negative,talbat
برنامج ممتاز ورائع,positive,talbat
تجربه سيئه جدا الطلب جاني بعد ٥٥ دقيقه مع اني طالب في يوم عادي ...والاكل وصلني بارد جدا ولي يضحك اكثر انه حاط لي ٤ حبات بطاطس في البكس,negative,talbat
ولا مطعم يفتح معي وكل طلبات تلتغي 🤔🤔,negative,talbat
انا لم افتح التطبيق بيقلي التحديث ومبيا تحادث ابادا,neutral,talbat
البرنامج لايفتح,negative,talbat
لا يمكنني الطلب,negative,talbat
تطبيق زفت والطلب يتأخر جدا,negative,talbat
فيه مشكلة في التطبيق لما اجي بطلب ما يطلع لي ارجوا حل المشكلة بأسرع وقت,positive,talbat
اشفيه البرنامج اليوم من صباح ما يصير ادخل على اي مطعم يظهر حدث خطأ,negative,talbat
نأسف حدث خطأ *يرجى المحاولة مره اخرى*,negative,talbat
تطبيق فاااااااشل,negative,talbat
التطبيق فيه مشكله افتح على المطعم ما يطلع لي شي ابدا يقول حاول مره اخرى,negative,talbat
تستاهلو نجمه وحده فقط دام انكم تجيبو الطلبيات ناقصه وهذي ثاني مره تسووها واليوم الطلبيه ناقصه وماحليتو لي الموضوع اما البوم بلكتوني صرت ادخل يكتب لي حدث خطأ هذا برنامجكم كذي تتعاملو باخطائكم,negative,talbat
مشاكل لا تنتهي,negative,talbat
التطبيق بعد التحديث الاخير صار سيء جدا وصار فيه مشاكل كثيرة غير انه صار لازم تطلب اشياء انت مو بحاجتها بس عشان يقبلوا يوصلولك الطلب شو يعني اشتري اغراض واكبها بس عشان تقبلوا الطلب!! غير انه من غير ولا اشي الاسعار على التطبيق بتوصل ل ضعف او ضعفين سعرها العادي من المحل!,negative,talbat
برنامج جميل بس كل تحديث يرجع الى الانجليزيه و٢ شي ياريت فيه خاصيه الطلب من البرنامج والاستلام من الفرع نريد خاصيه الاستلام من الفرع,negative,talbat
I've ordered at 5:30 pm... Now it's 7:50.... This is the worst... Lol I'm out,negative,talbat
برنامج ممتاز جدا,positive,talbat
اخووي نفس مشكله مره يفتح ومره يكون نفس مشكله..انا مسحت كل شي ما ف شي مخزن عندي,negative,talbat
لم يعد يعمل خطأ بأغلب المطاعم,negative,talbat
خدمه ممتازه من حيث جوده المنتجات والتوصيل والتغليف وعمال الديليفرى قمه فى الأدب والاخلاق,positive,talbat
لماذا يظهر لي نأسف حدث خطأ.. ولا مطعم يفتح. مع العلم إن التطبيق محدث.,negative,talbat
أفضل من رائع,positive,talbat
كل ما اختار مطعم يكتب حدث خطأ ....حدثته ونفس المشكلة,neutral,talbat
لا يمكن اتمام طلبي ولايوجد تواصل من خدمة العملاء,negative,talbat
استغلال,negative,talbat
ليش طلبات ما يفتح ع مطاعم حاليا نأسف حدث خطأ يكتب,negative,talbat
م يتوفر فيه مطعم البيك!,negative,talbat
اعطي نجما وحدا لانا كل خمس ثواني تطلعيلي دعايتا👿,negative,talbat
طبيق زبااالة لا انصح احد بتحميلة عروض كلها وهمية اكبر عمليات نصب فى التاريخ,negative,talbat
برنامج فاشل كل شويه وقت التحضير بيزيد,negative,talbat
"بالاعلانات عاملين تقييمهم 4,2⭐ فعلا زبالة 😂",negative,talbat
اسوء تطبيق عملت الاوردر اكتر من تلات مرات و بأوقات مختلفة والنتيجة وحدة الاكل مابيوصلش و بيقيمو نفسهم لوحدهم أن الاوردر وصل مع أن الاوردر مطلعش للمطعم لسه و لو في مرة وصل الاكل فبيكون بارد و متأخر كتير يعني بعد اربع ساعات من الاوردر مثلا,negative,talbat
نايس,positive,talbat
تطبيق سئ جداً كل ما اطلب اوردر يتكنسل لا انصح به ق بل التحديث كان جداً جيد,negative,talbat
يستخدم ارقام خدمة العملاء وهمية لتضليل وخاصة فى المريخ مصر,negative,talbat
شكرا على سرعة التوصيل لكن يتم توصيل الطلبية ناقصه ارجو حل المشكله,neutral,talbat
تطيبق بعلق كثير و بطيء و ماني شايف في منو فايده نجمه وحدا افضل شي الكم ⭐👍,negative,talbat
حرفيا سفاحين احسن تطبيق توصيل في الاردن قد ما الواحد جرب برجع عن طلبات ♥️😇,positive,talbat
سيء جداً وأسعار الطعام وأسعار التوصيل مبالغ فيه وفوق هذا كله تم إضافة سعر جديد اسمه سعر الخدمه أتقوا الله كل ما كثرت فلوسكم طمعتوا أكثر.,negative,talbat
بسم الله ماشاء الله,positive,talbat
تطبيق فاشل جدا حسابي في مصاري بالمحفظة راحو حجبو لحساب بدون اي سبب تواصلت مع خدمة العملاء وتواصلت ع الايميل محداش فادني كانو بس يعتذرو وما رجعو لحساب ومش قابلين يرجعولي المصاري ومعاملتهم زفت بعد سنة بردو عالواحد ولو في تقييم اقل من نجمة كان حطيت,negative,talbat
تطبيق فاشللللللل ومتخلفففف وغبىىىىى,negative,talbat
تم اضافه رسوم ٥ جنيه ليه بقي سي جدا لا مش توصيل برنامج بقي يخد نسبه ع قيمت الطلب,negative,talbat
رووعة حق البلع,positive,talbat
Nonono,negative,talbat
برنامج سئ جدا لا يستطيع انا يصل الي أماكن كثيرة لا أنصح بتحميله🤮🤮🤮🤢,negative,talbat
؟ ََ.. ة؛؛ وi9? O.. L L. O.?? سيظهر النص الذي تقوم بنسخه هنا تلقائيًاسيظهر النص الذي تقوم بنسخه هنا تلقائيًا,positive,talbat
اول مره بنزلوا سحبو المصاري من البطاقه,negative,talbat
سيء جدا بعد التحديث الاخير يدورو بطاقة الفيزه باي طريقه,negative,talbat
سيئ جداً لا حدا يحمله,negative,talbat
يوم عن يوم يصير البرنامج اسوء كان من أفضل البرامج و الحين للأسف صار من أسوءهم,negative,talbat
لا يغطي كل المواقع بالاردن,negative,talbat
أبها حسن محمد 💞🌹😍😘🇴🇲💝🌸💖💓🏁💪💐🇲🇦🇲🇨🇶🇦🇸🇦🇸🇬🇸🇬🇹🇷🇱🇧🇰🇼🇮🇩🇮🇶🇪🇬🇧🇭🇦🇪🇴🇲💐🇴🇲🇴🇲🇴🇲🇴🇲🇴🇲🇴🇲🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯🍯,positive,talbat
